Title,Type,Publisher,Count,Year,Month,Age
EBS 2018학년도 수능연계교재의 VOCA 1800 (2017),초중고생학습서,한국교육방송공사(도서),109,2017,3,10
EBSi 강의노트 수능개념 윤혜정의 개념의 나비효과 (2017),초중고생학습서,한국교육방송공사(도서),97,2017,3,10
[한정판매]매3문 - 매일 지문 3개씩 푸는 문학 수능기출 (2017),초중고생학습서,키출판사,93,2017,3,10
EBS 수능특강 과학탐구영역 물리 1 (2017),초중고생학습서,한국교육방송공사(도서),98,2017,3,10
라인프렌즈 스터디 플래너 - 브라운,청소년,로고폴리스,83,2017,3,10
쎄씨 어나더 초이스 CECI Another choice (월간) 4월호 B형 + [책속부록] 트와이스 브로마이드,잡지,중앙m&b(잡지),88,2017,3,10
EBS 분석노트 영어영역 수능특강 영어 (2017),초중고생학습서,메가스터디,82,2017,3,10
나미야 잡화점의 기적,소설,현대문학,76,2017,3,10
너의 안부를 묻는 밤,시/에세이,시드앤피드(Seed&Feed),72,2017,3,10
보그 VOGUE (월간) 4월호 A형,잡지,두산매거진,85,2017,3,10
EBSi 강의노트 수능개념 윤혜정의 개념의 나비효과 미니과제 (2017),초중고생학습서,한국교육방송공사(도서),67,2017,3,10
EBS 수능특강 사회탐구영역 세계지리 (2017),초중고생학습서,한국교육방송공사(도서),69,2017,3,10
완자 고등 화학 1 (2018년용),초중고생학습서,비상교육,67,2017,3,10
EBS 수능특강 사회탐구영역 윤리와 사상 (2017),초중고생학습서,한국교육방송공사(도서),79,2017,3,10
완자 고등 생명과학 1 (2018년용),초중고생학습서,비상교육,61,2017,3,10
쎈 미적분 1 (2018년용),초중고생학습서,좋은책신사고,61,2017,3,10
쎈 확률과 통계 (2018년용),초중고생학습서,좋은책신사고,63,2017,3,10
EBS 수능특강 사회탐구영역 법과 정치 (2017),초중고생학습서,한국교육방송공사(도서),61,2017,3,10
EBS 수능특강 과학탐구영역 생명과학 2 (2017),초중고생학습서,한국교육방송공사(도서),56,2017,3,10
완자 고등 지구과학 1 (2018년용),초중고생학습서,비상교육,52,2017,3,10
완자 고등 물리 1 (2018년용),초중고생학습서,비상교육,50,2017,3,10
어쩌면 별들이 너의 슬픔을 가져갈지도 몰라 (벚꽃에디션),시/에세이,예담,50,2017,3,10
EBS 올림포스 고교 영어독해의 기본 1 (2017년용),초중고생학습서,한국교육방송공사(도서),51,2017,3,10
자존감 수업,자기계발,심플라이프,47,2017,3,10
신사고 쎈 고등 수학 1 (2017년용),초중고생학습서,좋은책신사고,45,2017,3,10
EBS 수능특강 사회탐구영역 동아시아사 (2017),초중고생학습서,한국교육방송공사(도서),44,2017,3,10
EBS 뉴 탐스런 생명과학 1 (2018년용),초중고생학습서,한국교육방송공사(도서),55,2017,3,10
EBS 올림포스 고교 수학 1 (2017년용),초중고생학습서,한국교육방송공사(도서),42,2017,3,10
EBS 분석노트 국어영역 (2017),초중고생학습서,메가스터디,135,2017,4,10
모자이크 EBS 변형문제 수능특강 영어 - 상 464제 (2017),초중고생학습서,도서출판 모자이크,124,2017,4,10
더 스타 THE STAR (월간) 5월호,잡지,더스타아시아,141,2017,4,10
EBS 분석노트 영어영역 수능특강 영어 (2017),초중고생학습서,메가스터디,91,2017,4,10
모자이크 EBS 변형문제 수능특강 영어 - 하 444제 (2017),초중고생학습서,도서출판 모자이크,67,2017,4,10
언어의 온도,시/에세이,말글터,66,2017,4,10
하이큐!! 24,만화/라이트노벨,대원씨아이(만화/잡지),67,2017,4,10
나의 히어로 아카데미아 12 (한정판-더블특전),만화/라이트노벨,서울문화사(만화/잡지),54,2017,4,10
EBS 수능특강 유사 변형 국어영역 문학 110제 (2017),초중고생학습서,메가북스,52,2017,4,10
EBS 분석노트 영어영역 수능특강 영어독해연습 (2017),초중고생학습서,메가스터디,49,2017,4,10
라인프렌즈 스터디 플래너 - 브라운,청소년,로고폴리스,43,2017,4,10
2018 수능대비 마더텅 수능기출문제집 사회 문화 (2017),초중고생학습서,마더텅교육,42,2017,4,10
[한정판] 황제의 외동딸 4,만화/라이트노벨,디앤씨미디어(D&C미디어),42,2017,4,10
너의 안부를 묻는 밤,시/에세이,시드앤피드(Seed&Feed),38,2017,4,10
2018 수능대비 마더텅 수능기출문제집 생활과 윤리 (2017),초중고생학습서,마더텅교육,36,2017,4,10
나미야 잡화점의 기적,소설,현대문학,35,2017,4,10
EBS 수능특강 영어영역 영어 (2017),초중고생학습서,한국교육방송공사(도서),34,2017,4,10
매3비 - 매일 지문 3개씩 푸는 비문학 독서 수능기출 (2017),초중고생학습서,키출판사,34,2017,4,10
EBS 수능특강 영어영역 영어독해연습 (2017),초중고생학습서,한국교육방송공사(도서),33,2017,4,10
모자이크 EBS 변형문제 수능특강 영어독해연습 - 상 440제 (2017),초중고생학습서,도서출판 모자이크,34,2017,4,10
EBS 수능특강 유사 변형 국어영역 비문학 128제 (2017),초중고생학습서,메가북스,33,2017,4,10
2018 수능대비 마더텅 수능기출문제집 한국지리 (2017),초중고생학습서,마더텅교육,32,2017,4,10
EBS 수능특강 수학영역 수학 2 & 미적분 1 (2017),초중고생학습서,한국교육방송공사(도서),32,2017,4,10
보노보노처럼 살다니 다행이야,시/에세이,놀(다산북스),31,2017,4,10
매3문 - 매일 지문 3개씩 푸는 문학 수능기출 (2017),초중고생학습서,키출판사,29,2017,4,10
자존감 수업,자기계발,심플라이프,28,2017,4,10
EBSi 강의노트 수능개념 윤혜정의 개념의 나비효과 (2017),초중고생학습서,한국교육방송공사(도서),28,2017,4,10
EBS 수능특강 수학영역 확률과 통계 (2017),초중고생학습서,한국교육방송공사(도서),27,2017,4,10
EBS 2018학년도 수능연계교재의 VOCA 1800 (2017),초중고생학습서,한국교육방송공사(도서),27,2017,4,10
완자 고등 생명과학 2 (2017년용),초중고생학습서,비상교육,25,2017,4,10
어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,시/에세이,예담,26,2017,4,10
"우리 딸을 위해서라면, 나는 마왕도 쓰러뜨릴 수 있을지 몰라 4",만화/라이트노벨,L북스,26,2017,4,10
너의 이름은.,소설,대원씨아이,23,2017,4,10
EBS 수능특강 국어영역 문학 (2017),초중고생학습서,한국교육방송공사(도서),23,2017,4,10
2018 수능대비 마더텅 수능기출문제집 국어 문학 (2017),초중고생학습서,마더텅,22,2017,4,10
완자 고등 물리 1 (2017년),초중고생학습서,비상교육,21,2017,4,10
EBS 수능특강 사회탐구영역 사회 문화 (2017),초중고생학습서,한국교육방송공사(도서),22,2017,4,10
EBS 수능특강 과학탐구영역 화학 1 (2017),초중고생학습서,한국교육방송공사(도서),21,2017,4,10
EBS 수능특강 과학탐구영역 생명과학 1 (2017),초중고생학습서,한국교육방송공사(도서),22,2017,4,10
오투 고등 과학 (2017),초중고생학습서,비상교육,20,2017,4,10
2018 수능대비 마더텅 수능기출문제집 국어 독서 (2017),초중고생학습서,마더텅,20,2017,4,10
EBS 수능특강 영어영역 영어듣기 (2017),초중고생학습서,한국교육방송공사(도서),21,2017,4,10
EBS 수능특강 과학탐구영역 지구과학 1 (2017),초중고생학습서,한국교육방송공사(도서),22,2017,4,10
인소의 법칙 6 (오디오 드라마 CD + 대본집 두 번째 이야기) (한정판),소설,(주)디앤씨미디어-잇북,20,2017,4,10
완자 고등 화학 1 (2017년용),초중고생학습서,비상교육,19,2017,4,10
EBSi 강의노트 수능개념 윤혜정의 개념의 나비효과 미니과제 (2017),초중고생학습서,한국교육방송공사(도서),19,2017,4,10
2018 수능대비 마더텅 수능기출문제집 생명과학 1 (2017),초중고생학습서,마더텅교육,19,2017,4,10
EBS 수능의 7대 함정 국어영역 국어 (2017),초중고생학습서,한국교육방송공사(도서),19,2017,4,10
Re : 제로부터 시작하는 이세계 생활 10 + Re:zeropedia 특별합본판,만화/라이트노벨,노블엔진(NOVEL ENGINE),20,2017,4,10
변변찮은 마술강사와 금기교전 5,만화/라이트노벨,L노벨,19,2017,4,10
어쩌면 내가 가장 듣고 싶었던 말,시/에세이,갤리온,64,2017,5,10
매3비 - 매일 지문 3개씩 푸는 비문학 독서 수능기출 (2017),초중고생학습서,키출판사,60,2017,5,10
나미야 잡화점의 기적,소설,현대문학,56,2017,5,10
언어의 온도,시/에세이,말글터,55,2017,5,10
EBS 분석노트 국어영역 (2017),초중고생학습서,메가스터디,48,2017,5,10
보노보노처럼 살다니 다행이야,시/에세이,놀(다산북스),48,2017,5,10
무너지지만 말아 + 새벽 세시 + 새삼스러운 세상 세트,시/에세이,경향비피(경향BP),48,2017,5,10
EBS 수능특강 영어영역 영어독해연습 (2017),초중고생학습서,한국교육방송공사(도서),43,2017,5,10
매3문 - 매일 지문 3개씩 푸는 문학 수능기출 (2017),초중고생학습서,키출판사,37,2017,5,10
EBSi 강의노트 수능개념 윤혜정의 개념의 나비효과 (2017),초중고생학습서,한국교육방송공사(도서),34,2017,5,10
오두막 - 100쇄 기념 특별판,소설,도서출판세계사,34,2017,5,10
문재인의 운명 (특별판),사회과학,(주)북팔,33,2017,5,10
2018 수능대비 마더텅 수능기출문제집 영어 독해 (2017),초중고생학습서,마더텅,29,2017,5,10
너의 안부를 묻는 밤,시/에세이,시드앤피드(Seed&Feed),29,2017,5,10
라인프렌즈 스터디 플래너 - 브라운,청소년,로고폴리스,29,2017,5,10
EBS 분석노트 영어영역 수능특강 영어 (2017),초중고생학습서,메가스터디,29,2017,5,10
너라는 위로,시/에세이,쌤앤파커스,29,2017,5,10
2018 수능대비 마더텅 수능기출문제집 국어 문학 (2017),초중고생학습서,마더텅,28,2017,5,10
EBS 분석노트 영어영역 수능특강 영어독해연습 (2017),초중고생학습서,메가스터디,28,2017,5,10
EBS 수능특강 영어영역 영어 (2017),초중고생학습서,한국교육방송공사(도서),27,2017,5,10
이 멋진 세계에 축복을! 10,만화/라이트노벨,L노벨,27,2017,5,10
2018 수능대비 마더텅 수능기출문제집 사회 문화 (2017),초중고생학습서,마더텅교육,26,2017,5,10
EBS 수능특강 국어영역 문학 (2017),초중고생학습서,한국교육방송공사(도서),26,2017,5,10
EBSi 강의노트 수능개념 윤혜정의 개념의 나비효과 미니과제 (2017),초중고생학습서,한국교육방송공사(도서),25,2017,5,10
너의 이름은 3 (완결),만화/라이트노벨,대원씨아이(만화/잡지),25,2017,5,10
EBS 수능특강 국어영역 독서 (2017),초중고생학습서,한국교육방송공사(도서),24,2017,5,10
어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,시/에세이,예담,23,2017,5,10
2018 수능대비 마더텅 수능기출문제집 생명과학 1 (2017),초중고생학습서,마더텅교육,23,2017,5,10
EBS 2018학년도 수능연계교재의 VOCA 1800 (2017),초중고생학습서,한국교육방송공사(도서),23,2017,5,10
상냥한 저승사자를 기르는 법,소설,북플라자,23,2017,5,10
매3문법 - 매일 개념 3개씩 공부하는 문법 기출 (2017),초중고생학습서,키출판사,22,2017,5,10
EBS 수능특강 수학영역 수학 2 & 미적분 1 (2017),초중고생학습서,한국교육방송공사(도서),22,2017,5,10
EBS 수능특강 과학탐구영역 지구과학 1 (2017),초중고생학습서,한국교육방송공사(도서),23,2017,5,10
이 멋진 세계에 축복을! 10 - 특별판,만화/라이트노벨,L노벨,23,2017,5,10
자존감 수업,자기계발,심플라이프,21,2017,5,10
가면산장 살인사건,소설,도서출판재인,20,2017,5,10
미움받을 용기,자기계발,인플루엔셜,20,2017,5,10
워드 마스터 Word Master 수능 2000 (2017),초중고생학습서,이투스그룹,20,2017,5,10
2018 수능대비 마더텅 수능기출문제집 국어 독서 (2017),초중고생학습서,마더텅,20,2017,5,10
2018 수능대비 마더텅 수능기출문제집 생활과 윤리 (2017),초중고생학습서,마더텅교육,20,2017,5,10
너의 이름은.,소설,대원씨아이,20,2017,5,10
빨강머리 앤이 하는 말,시/에세이,아르테(arte),19,2017,5,10
EBS 수능특강 영어영역 영어듣기 (2017),초중고생학습서,한국교육방송공사(도서),19,2017,5,10
나는 뻔뻔하게 살기로 했다,인문,홍익출판사,19,2017,5,10
더 스타 THE STAR (월간) 5월호,잡지,더스타아시아,22,2017,5,10
2018 수능대비 마더텅 수능기출문제집 지구과학 1 (2017),초중고생학습서,마더텅교육,18,2017,5,10
EBS 수능특강 국어영역 화법 작문 문법 (2017),초중고생학습서,한국교육방송공사(도서),18,2017,5,10
기린의 날개,소설,도서출판재인,18,2017,5,10
모자이크 EBS 변형문제 수능특강 영어 - 상 464제 (2017),초중고생학습서,도서출판 모자이크,18,2017,5,10
EBS 수능의 7대 함정 영어영역 영어 (2017),초중고생학습서,한국교육방송공사(도서),19,2017,5,10
EBS 수능완성 영어영역 영어 (2017),초중고생학습서,한국교육방송공사(도서),944,2017,6,10
EBS 수능완성 국어영역 국어 (2017),초중고생학습서,한국교육방송공사(도서),939,2017,6,10
EBS 수능완성 수학영역 수학 나 (2017),초중고생학습서,한국교육방송공사(도서),525,2017,6,10
EBS 수능완성 수학영역 수학 가 (2017),초중고생학습서,한국교육방송공사(도서),385,2017,6,10
EBS 수능완성 과학탐구영역 생명과학 1 (2017),초중고생학습서,한국교육방송공사(도서),309,2017,6,10
EBS 수능완성 과학탐구영역 지구과학 1 (2017),초중고생학습서,한국교육방송공사(도서),279,2017,6,10
EBS 수능완성 사회탐구영역 사회 문화 (2017),초중고생학습서,한국교육방송공사(도서),262,2017,6,10
EBS 수능완성 과학탐구영역 화학 1 (2017),초중고생학습서,한국교육방송공사(도서),229,2017,6,10
EBS 수능완성 사회탐구영역 생활과 윤리 (2017),초중고생학습서,한국교육방송공사(도서),215,2017,6,10
EBS 수능완성 사회탐구영역 한국지리 (2017),초중고생학습서,한국교육방송공사(도서),142,2017,6,10
EBS 수능완성 과학탐구영역 물리 1 (2017),초중고생학습서,한국교육방송공사(도서),107,2017,6,10
EBS 수능완성 사회탐구영역 세계지리 (2017),초중고생학습서,한국교육방송공사(도서),59,2017,6,10
잠 1,소설,열린책들,56,2017,6,10
EBS 수능완성 사회탐구영역 동아시아사 (2017),초중고생학습서,한국교육방송공사(도서),53,2017,6,10
EBS 수능완성 사회탐구영역 법과 정치 (2017),초중고생학습서,한국교육방송공사(도서),51,2017,6,10
EBS 분석노트 국어영역 (2017),초중고생학습서,메가스터디,49,2017,6,10
잠 2,소설,열린책들,49,2017,6,10
언어의 온도,시/에세이,말글터,44,2017,6,10
EBS 수능완성 사회탐구영역 윤리와 사상 (2017),초중고생학습서,한국교육방송공사(도서),41,2017,6,10
나미야 잡화점의 기적,소설,현대문학,39,2017,6,10
매3비 - 매일 지문 3개씩 푸는 비문학 독서 수능기출 (2017),초중고생학습서,키출판사,39,2017,6,10
EBS 2018학년도 수능연계교재의 VOCA 1800 (2017),초중고생학습서,한국교육방송공사(도서),37,2017,6,10
이원준 국어신유형 300제,초중고생학습서,쏠티북스,39,2017,6,10
하이큐!! 25,만화/라이트노벨,대원씨아이(만화/잡지),38,2017,6,10
EBS 수능특강 영어영역 영어독해연습 (2017),초중고생학습서,한국교육방송공사(도서),33,2017,6,10
무너지지만 말아 + 새벽 세시 + 새삼스러운 세상 세트,시/에세이,경향비피(경향BP),34,2017,6,10
어쩌면 내가 가장 듣고 싶었던 말,시/에세이,갤리온,32,2017,6,10
보노보노처럼 살다니 다행이야,시/에세이,놀(다산북스),31,2017,6,10
쎄씨 CECI (월간) 7월호 + [부록] 페리페라 쿠션팡 틴트 정품 2개 (3호 멋진언니),잡지,중앙m&b(잡지),34,2017,6,10
상냥한 저승사자를 기르는 법,소설,북플라자,30,2017,6,10
